file,sentId,eId,eiId,split,eText,relSourceText,normalization,CT_plus,CT_minus,PR_plus,PR_minus,PS_plus,PS_minus,Uu
NYT19981120.0362.tml,21,e31,ei31,test,investigating,READER,a task force is investigating the similarities,10,0,0,0,0,0,0
NYT19981121.0173.tml,8,e4,ei4,test,questioning,READER,two men were questioned,6,0,3,0,0,1,0
NYT19981121.0173.tml,10,e9,ei9,test,termed,READER,the men were termed suspects,0,10,0,0,0,0,0
NYT19981121.0173.tml,15,e30,ei30,test,sought,READER,an abortion opponent is being sought,10,0,0,0,0,0,0
NYT19981121.0173.tml,16,e32,ei32,test,comment,READER,Amherst police officials commented Saturday,0,10,0,0,0,0,0
NYT19981121.0173.tml,21,e46,ei46,test,took,READER,a police officer on duty took their names,10,0,0,0,0,0,0
NYT19981121.0173.tml,22,e49,ei49,test,interviews,READER,they were interviewed,1,2,1,1,1,0,4
NYT19981121.0173.tml,22,e50,ei50,test,were,READER,they were  in the area after the homicide,10,0,0,0,0,0,0
NYT19981121.0173.tml,22,e51,ei51,test,homicide,READER,there was a homicide,9,0,1,0,0,0,0
NYT19981121.0173.tml,24,e57,ei57,test,live,READER,the two men live in the Cleveland area,0,0,6,0,3,0,1
NYT19990312.0271.tml,11,e3,ei3,test,domination,READER,there is a Soviet domination of the Czech Republic,4,3,0,2,0,0,1
NYT19990312.0271.tml,13,e15,ei15,test,made,READER,Albright made secret of her joy,0,10,0,0,0,0,0
NYT19990312.0271.tml,14,e19,ei19,test,said,READER,the speaker said that `Hallelujah' was an old Central European expression,9,0,1,0,0,0,0
NYT19990312.0271.tml,20,e32,ei32,test,enlargement,READER,there was an enlargement of NATO,6,0,1,0,0,0,3
NYT19990312.0271.tml,20,e36,ei36,test,said,READER,proponents said the goal to enlarge NATO grew out of a desire to cement democratic gains,6,0,4,0,0,0,0
NYT19990312.0271.tml,21,e42,ei42,test,welcoming,READER,the three new countries will be welcomed,1,0,0,2,3,1,3
NYT19990312.0271.tml,24,e53,ei53,test,continue,READER,the speaker and his people will continue to erase the line drawn in Europe by Stalin,9,0,1,0,0,0,0
NYT19990312.0271.tml,24,e54,ei54,test,erasing,READER,the speaker and his people will be erasing the line drawn in Europe by Stalin,8,0,2,0,0,0,0
NYT19990312.0271.tml,26,e64,ei64,test,involvement,READER,NATO will be involved in Kosovo,1,0,2,0,6,0,1
NYT19990312.0271.tml,30,e75,ei75,test,produce,READER,the NATO summit will produce an initiative,6,0,3,0,1,0,0
NYT19990312.0271.tml,30,e76,ei76,test,initiative,READER,there will be an initiative,7,0,3,0,0,0,0
NYT19990312.0271.tml,33,e100,ei101,test,strikes,READER,there will be NATO air strikes,0,0,1,0,8,0,1
NYT19990312.0271.tml,33,e101,ei102,test,agree,READER,Milosevic will agree to the deployment,0,0,0,1,0,1,8
NYT19990312.0271.tml,43,e127,ei130,test,remained,READER,the Czech foreign minister remained buoyant during his opposition work,10,0,0,0,0,0,0
NYT19990312.0271.tml,45,e134,ei137,test,Accession,READER,there was accession to NATO,5,0,0,1,0,0,4
NYT19990312.0271.tml,56,e172,ei175,test,reached,READER,NATO has reached out to its former Eastern-bloc enemies in the past,0,9,0,0,0,0,1
NYT19990419.0515.tml,9,e10,ei10,test,violence,READER,there is violence against providers of abortion,3,0,1,0,2,0,4
NYT19990419.0515.tml,11,e17,ei17,test,amassed,READER,District Attorney Frank C. Clark has amassed material to support a criminal indictment for homicide,3,0,6,0,1,0,0
NYT19990419.0515.tml,11,e18,ei18,test,support,READER,a criminal indictment for homicide will be supported,1,0,3,0,5,0,1
NYT19990419.0515.tml,13,e25,ei25,test,saying,READER,the authorities are saying who the suspect is,1,9,0,0,0,0,0
NYT19990419.0515.tml,16,e34,ei34,test,be,READER,that is a theoretical advantage,1,1,1,0,3,1,3
NYT19990419.0515.tml,16,e36,ei36,test,have,READER,the authorities have an idea where Kopp is,0,10,0,0,0,0,0
NYT19990419.0515.tml,17,e38,ei38,test,said,READER,Clark said that finding the rifle was important,9,0,0,0,0,0,1
NYT19990419.0515.tml,22,e61,ei61,test,killed,READER,all of those doctors were killed,0,10,0,0,0,0,0
NYT19990419.0515.tml,25,e71,ei71,test,discuss,READER,Denise E. O'Donnell discussed what federal charges were being pursued,1,8,0,0,1,0,0
NYT19990505.0443.tml,9,e8,ei8,test,match,READER,the fibers found near the murder and the fibers found in Kopp's car match,8,0,1,0,0,0,1
NYT19990505.0443.tml,11,e18,ei18,test,was,READER,there was an official confirmation of the decision to upgrade the warrant,0,9,0,0,0,0,1
NYT19990505.0443.tml,11,e24,ei24,test,development,READER,there was a major development in the Slepian murder investigation,8,0,2,0,0,0,0
NYT19990505.0443.tml,13,e26,ei26,test,is,READER,there is a federal homicide statute,0,10,0,0,0,0,0
NYT19990505.0443.tml,13,e28,ei28,test,charged,READER,Kopp will be charged under the recent Freedom of Access to Clinic Entrances Ac,0,0,0,0,8,0,2
NYT19990505.0443.tml,13,e33,ei33,test,threats,READER,there are threats against abortion providers,6,0,1,0,1,0,2
NYT19990505.0443.tml,14,e35,ei35,test,convicted,READER,Kopp will be convicted,1,0,1,0,1,0,7
NYT19990505.0443.tml,16,e41,ei41,test,recovered,READER,a weapon was recovered in the first police searches,3,7,0,0,0,0,0
NYT19990505.0443.tml,20,e67,ei67,test,parked,READER,a stranger was parked near Slepian's home early,7,1,2,0,0,0,0
PRI19980115.2000.0186.tml,7,e2004,ei2286,train,eligible,READER,Keating got eligible for parole,1,7,0,0,0,0,2
PRI19980115.2000.0186.tml,8,e20,ei2293,train,raised,READER,the issues had been raised before,0,10,0,0,0,0,0
PRI19980115.2000.0186.tml,9,e24,ei2298,train,send,READER,the ruling will send Keating's lawyers back to state court,0,0,10,0,0,0,0
PRI19980121.2000.2591.tml,5,e6,ei2004,train,used,READER,the city used some special protection in nineteen seventy-nine when the Soviet Union invaded Afghanistan,0,6,0,3,0,0,1
PRI19980121.2000.2591.tml,5,e8,ei2005,train,protection,READER,the city got some special protection,0,6,0,3,0,0,1
PRI19980205.2000.1890.tml,1,e1,ei158,train,bolstering,READER,the US is bolstering its military presence in the gulf,10,0,0,0,0,0,0
PRI19980205.2000.1890.tml,7,e29,ei180,train,blowing,READER,the terrorists who have been arrested blew up Pan Am flight one oh three over Scotland,0,4,1,0,1,0,4
PRI19980205.2000.1998.tml,6,e19,ei2013,train,come,READER,record figures came at a bad time,8,0,0,0,1,1,0
PRI19980205.2000.1998.tml,8,e49,ei2018,train,eager,READER,the German electorate is increasingly eager to dispense with the services of Europe's longest serving leader,4,0,5,0,1,0,0
PRI19980213.2000.0313.tml,4,e11,ei214,train,destroy,READER,soil will destroy things in its path,7,0,0,0,2,0,1
PRI19980213.2000.0313.tml,6,e18,ei218,train,hurt,READER,some people were hurt,0,10,0,0,0,0,0
PRI19980216.2000.0170.tml,1,e1,ei222,train,called,READER,the British government called for Sinn Fein to be expelled from the multiparty peace talks on northern Ireland,10,0,0,0,0,0,0
PRI19980303.2000.2550.tml,4,e14,ei547,train,laid,READER,local residents have laid out the red carpet,0,6,0,3,0,1,0
PRI19980303.2000.2550.tml,24,e76,ei583,train,penalize,READER,the children are penalized,1,0,1,0,3,0,5
PRI19980303.2000.2550.tml,25,e155,ei584,train,further,READER,the speaker and his people further the purpose of human rights,0,3,0,0,0,0,7
PRI19980303.2000.2550.tml,26,e86,ei592,train,compelled,READER,the Saudis are compelled to allow Christians to worship in their country,0,10,0,0,0,0,0
PRI19980303.2000.2550.tml,26,e89,ei593,train,allow,READER,the Saudis allow Christians to worship in their country,0,5,0,3,0,0,2
PRI19980303.2000.2550.tml,28,e100,ei599,train,embrace,READER,the citizens of Loudon county embrace religious and human freedom,4,0,0,1,0,0,5
PRI19980303.2000.2550.tml,29,e102,ei601,train,rule,READER,they'll rule on the application based only on land use issues,7,0,3,0,0,0,0
PRI19980303.2000.2550.tml,29,e108,ei603,train,ignore,READER,Loudon county officials will ignore all the other objections,7,0,2,0,1,0,0
PRI19980306.2000.1675.tml,6,e6,ei202,train,stay,READER,they stayed,0,6,0,4,0,0,0
PRI19980306.2000.1675.tml,7,e11,ei209,train,confirmed,READER,Belgrade confirmed the operation was over,0,7,1,0,0,0,2
PRI19980306.2000.1675.tml,7,e14,ei212,train,planned,READER,the whole attack was planned in Belgrade,0,0,7,0,1,0,2
VOA19980303.1600.0917.tml,1,e1,ei2222,train,clashed,READER,Nigerian security forces clashed in Lagos with anti-government demonstrators,10,0,0,0,0,0,0
VOA19980303.1600.0917.tml,1,e3,ei2224,train,run,READER,Sani Abacha will run for president,0,0,1,0,3,0,6
VOA19980303.1600.0917.tml,3,e10,ei2232,train,gathering,READER,thousands of people gathered in the capital Abuja,9,0,0,0,1,0,0
VOA19980303.1600.0917.tml,6,e18,ei2247,train,announced,READER,General Abacha had publicly announced his candidacy,0,10,0,0,0,0,0
VOA19980303.1600.2745.tml,13,e61,ei50035,train,sold,READER,over fifty thousand CDs a year are sold,7,0,1,1,1,0,0
VOA19980303.1600.2745.tml,19,e90,ei50052,train,received,READER,The Federal Bureau of Investigation received more than eight thousand reports of hate group crimes last year,10,0,0,0,0,0,0
VOA19980303.1600.2745.tml,20,e101,ei50060,train,have,READER,police departments have accurately reported hate crimes in the past,1,3,1,2,0,1,2
VOA19980305.1800.2603.tml,11,e18,ei449,train,become,READER,women become victims of armed attack,0,8,0,1,0,0,1
VOA19980305.1800.2603.tml,11,e82,ei450,train,victims,READER,Women do not become <strong>victims</strong> of armed attack,8,0,0,0,1,0,1
VOA19980305.1800.2603.tml,11,e85,ei453,train,right,READER,women have the right to work,1,8,0,0,0,0,1
VOA19980305.1800.2603.tml,22,e101,ei481,train,conditions,READER,there are conditions of peace and justice,0,0,0,3,1,0,6
VOA19980305.1800.2603.tml,24,e61,ei488,train,torn,READER,the bloodletting tore the country apart,7,0,1,0,1,0,1
VOA19980305.1800.2603.tml,24,e104,ei485,train,appealing,READER,her group is appealing to individuals,10,0,0,0,0,0,0
VOA19980331.1700.1533.tml,1,e1,ei267,train,announced,READER,the US government recently announced new regulations,10,0,0,0,0,0,0
VOA19980331.1700.1533.tml,7,e43,ei290,train,made,READER,allowances are made for the most needy patients,8,0,1,0,0,1,0
VOA19980331.1700.1533.tml,9,e45,ei292,train,waiting,READER,there are huge waiting time disparities,0,8,0,2,0,0,0
VOA19980331.1700.1533.tml,11,e48,ei294,train,doing,READER,they're doing this because the sickest patients are n't being served,0,5,0,4,1,0,0
VOA19980331.1700.1533.tml,11,e52,ei295,train,served,READER,the sickest patients are served,0,10,0,0,0,0,0
VOA19980501.1800.0355.tml,3,e26,ei170,train,peace,READER,there is peace,1,7,0,1,1,0,0
VOA19980501.1800.0355.tml,3,e61,ei165,train,conference,READER,there was a news conference,10,0,0,0,0,0,0
VOA19980501.1800.0355.tml,4,e10,ei175,train,stretch,READER,Israel is stretching itself on matters that are vital to its security concerns,0,1,0,1,0,1,7
WSJ900813-0157.tml,4,e417,ei1142,train,withdraw,READER,the Iraqi leader will withdraw his troops from Kuwait,0,0,0,2,7,0,1
WSJ900813-0157.tml,4,e418,ei1143,train,withdraws,READER,Israel will withdraw from the West Bank,0,0,0,0,2,0,8
WSJ900813-0157.tml,5,e419,ei1144,train,hopes,READER,he hopes to lure support from Arabs,6,0,4,0,0,0,0
WSJ900813-0157.tml,5,e425,ei1149,train,use,READER,Iraq will use its occupation of Kuwait as a lever to solve the Arab world's most frustrating problem,2,0,1,0,2,0,5
WSJ900813-0157.tml,8,e434,ei1175,train,export,READER,there is export of oil,5,0,4,0,0,0,1
WSJ900813-0157.tml,10,e31,ei1182,train,use,READER,Mr. Baker used the word blockade,0,10,0,0,0,0,0
WSJ900813-0157.tml,11,e44,ei1192,train,compliance,READER,there will be compliance with the sanctions,0,0,5,0,0,0,5
WSJ900813-0157.tml,13,e61,ei1203,train,asked,READER,reporters asked whether the interdiction would apply to food,10,0,0,0,0,0,0
WSJ900813-0157.tml,15,e69,ei1208,train,using,READER,"Mr. Bush used the word ""blockade""",0,10,0,0,0,0,0
WSJ900813-0157.tml,27,e163,ei1255,train,negotiations,READER,there will be negotiations,3,0,0,1,3,0,3
WSJ900813-0157.tml,29,e180,ei1259,train,go,READER,the Iraqis will go through the humiliation of backing out of Kuwait,0,1,0,4,0,1,4
WSJ900813-0157.tml,29,e182,ei1260,train,backing,READER,the Iraqis will back out of Kuwait,0,2,0,3,0,0,5
WSJ900813-0157.tml,29,e183,ei1261,train,conclude,READER,the Iraqis will conclude that they need to lash out in some way to shake things up,0,0,1,0,7,0,2
WSJ900813-0157.tml,30,e194,ei1267,train,choices,READER,there are three choices for Saddam Hussein,4,0,4,0,0,0,2
WSJ900813-0157.tml,30,e196,ei1266,train,have,READER,Saddam Hussein has three choices,1,0,6,0,2,0,1
WSJ900813-0157.tml,37,e235,ei1293,train,start,READER,Iraq will start hostilities with Israel either through a direct attack or by attacking Jordan,0,0,0,0,7,0,3
WSJ900813-0157.tml,37,e237,ei1295,train,attack,READER,there will be a direct attack,0,0,1,0,4,0,5
WSJ900813-0157.tml,37,e239,ei1296,train,attacking,READER,Iraq will start hostilities with Israel by attacking Jordan,0,0,0,0,8,0,2
WSJ900813-0157.tml,37,e699,ei1294,train,hostilities,READER,there will be hostilities,0,0,1,0,3,0,6
WSJ900813-0157.tml,43,e263,ei1307,train,allowed,READER,they are allowed to leave,0,10,0,0,0,0,0
WSJ900813-0157.tml,43,e267,ei1309,train,become,READER,they will become hostages,0,0,0,0,10,0,0
WSJ900813-0157.tml,52,e328,ei1333,train,see,READER,U.S. officials see signs Saddam Hussein is getting nervous,7,0,2,0,0,0,1
WSJ900813-0157.tml,54,e337,ei1341,train,shows,READER,it shows he's nervous about pinpointing his location,9,0,1,0,0,0,0
WSJ900813-0157.tml,57,e354,ei1348,train,putting,READER,the administration is putting an upper limit on how high the force could go after that,1,9,0,0,0,0,0
WSJ900813-0157.tml,57,e700,ei1349,train,limit,READER,there is an upper limit,0,10,0,0,0,0,0
WSJ900813-0157.tml,60,e461,ei1369,train,head,READER,a fourth U.S. aircraft carrier will head for the Middle East within a few days,0,0,5,0,4,0,1
WSJ910225-0066.tml,8,e11,ei1198,train,surrendered,READER,thousands of Iraqi soldiers had surrendered,4,0,6,0,0,0,0
WSJ910225-0066.tml,9,e19,ei1205,train,effort,READER,there was an effort to avoid the ground war,7,3,0,0,0,0,0
WSJ910225-0066.tml,9,e452,ei1210,train,dictating,READER,Iraq dictates peace terms,0,1,2,1,2,0,4
WSJ910225-0066.tml,16,e47,ei1228,train,suffer,READER,the allied forces will suffer greater casualties,0,0,1,0,8,0,1
WSJ910225-0066.tml,16,e455,ei1229,train,casualties,READER,there will be greater casualties,0,0,1,0,8,0,1
WSJ910225-0066.tml,16,e456,ei1231,train,bogged,READER,the allied forces will become bogged down militarily,1,0,1,0,5,0,3
WSJ910225-0066.tml,22,e93,ei1270,train,supported,READER,the goal will be supported by most Americans,0,0,7,0,3,0,0
WSJ910225-0066.tml,24,e104,ei1277,train,doing,READER,the addressee of the speaker will do so,1,1,0,0,1,0,7
WSJ910225-0066.tml,24,e106,ei1279,train,destroy,READER,people will destroy the war machine of a ruthless dictator,2,0,2,0,2,0,4
WSJ910225-0066.tml,25,e111,ei1284,train,imply,READER,"the series of United Nations resolutions condemning Iraq's invasion of Kuwait ""imply that the restoration of peace and stability in the Gulf would be a heck of a lot easier if he and that leadership were not in power in Iraq",8,0,1,0,0,0,1
WSJ910225-0066.tml,27,e132,ei1299,train,seem,READER,forces and weapons seem fully engaged,0,5,0,3,0,0,2
WSJ910225-0066.tml,27,e133,ei1300,train,engaged,READER,forces and weapons will be engaged,0,0,1,0,3,0,6
WSJ910225-0066.tml,28,e135,ei1301,train,unleashed,READER,Iraq unleashed its stockpile,1,4,0,4,0,1,0
WSJ910225-0066.tml,30,e146,ei1307,train,have,READER,Iraq has the ability to deliver chemical weapons in artillery shells,0,0,6,0,1,0,3
WSJ910225-0066.tml,31,e151,ei1310,train,engaged,READER,allied troops engaged Iraq's vaunted Republican Guard,1,3,0,3,1,1,1
WSJ910225-0066.tml,32,e159,ei1315,train,seen,READER,how much damage the allied air campaign was able to inflict on the Guard was seen,0,7,0,0,0,0,3
WSJ910225-0066.tml,36,e185,ei1334,train,sweep,READER,American forces will sweep around Iraqi defenses,0,0,3,0,3,0,4
WSJ910225-0066.tml,37,e196,ei1338,train,guarantees,READER,the fact that a ground campaign has begun guarantees that the Bush administration will face fresh problems growing out of the military situation,0,0,7,0,1,0,2
WSJ910225-0066.tml,37,e490,ei1340,train,problems,READER,there will be fresh problems growing out of the military situation,1,0,9,0,0,0,0
WSJ910225-0066.tml,37,e527,ei1339,train,face,READER,the Bush administration will face fresh problems,0,0,8,0,1,0,1
WSJ910225-0066.tml,38,e202,ei1344,train,taking,READER,President Hussein is taking Kuwaiti hostages,1,0,6,0,3,0,0
WSJ910225-0066.tml,50,e504,ei1398,train,maneuvering,READER,there is diplomatic maneuvering,1,5,0,3,0,0,1
WSJ910225-0066.tml,56,e311,ei1438,train,respond,READER,Iraq responded to the U.S. ultimatum,0,10,0,0,0,0,0
WSJ910225-0066.tml,58,e325,ei1451,train,begun,READER,an amphibious assault on Kuwait's beaches began,0,8,0,1,1,0,0
WSJ910225-0066.tml,60,e332,ei1455,train,taken,READER,"5,500 Iraqi prisoners were taken",8,0,0,0,1,1,0
WSJ910225-0066.tml,60,e336,ei1458,train,climbed,READER,"the total Iraqi prisoners climbed above 8,000",0,0,3,0,7,0,0
WSJ910225-0066.tml,61,e342,ei1463,train,abandoned,READER,much of Iraq's offensive military equipment will be abandoned in Kuwait,1,0,1,0,3,0,5
WSJ910225-0066.tml,62,e344,ei1465,train,surrender,READER,tens of thousands of Iraqi soldiers will surrender,0,0,7,0,3,0,0
WSJ910225-0066.tml,63,e345,ei1466,train,succeed,READER,the allies will succeed,1,0,1,0,0,0,8
WSJ910225-0066.tml,65,e363,ei1482,train,undermine,READER,that will undermine any chances of rebuilding either Iraq or its armed forces,5,0,3,0,2,0,0
WSJ910225-0066.tml,70,e387,ei1492,train,narrowing,READER,the Iraqi leader's internal power base was narrowing even before the war began,1,0,7,0,1,1,0
WSJ910225-0066.tml,73,e405,ei1503,train,increase,READER,the perception that the U.S. wants to destroy Iraq will increase Saddam Hussein's support within the Iraqi military,0,0,1,0,9,0,0
WSJ910225-0066.tml,74,e409,ei1506,train,back,READER,the U.S. backed the peace proposals,0,9,0,0,1,0,0
XIE19981203.0008.tml,7,e11,ei11,test,process,READER,there was a ratification process in February this year,10,0,0,0,0,0,0
XIE19990210.0079.tml,4,e6,ei6,test,fixed,READER,a date had already been fixed,0,10,0,0,0,0,0
XIE19990210.0079.tml,6,e12,ei12,test,enable,READER,the accession will enables the countries to be eligible for signing the documents,10,0,0,0,0,0,0
XIE19990313.0173.tml,4,e10,ei10,test,end,READER,the embassy's mission of liaison between Hungary and NATO ended,8,1,0,0,1,0,0
XIE19990313.0173.tml,4,e11,ei11,test,mission,READER,there is an embassy's mission of liaison between Hungary and NATO,7,3,0,0,0,0,0
XIE19990313.0229.tml,7,e14,ei14,test,saying,READER,"Martonyi said ""it has been our manifest destiny to rejoin those with whom we share the same values, interests and goals''",10,0,0,0,0,0,0
XIE19990313.0229.tml,7,e17,ei17,test,share,READER,Martonyi and his people share the same values as the existing members of NATO,4,1,2,0,0,0,3
ea980120.1830.0071.tml,2,e61,ei199,train,witness,READER,we will witness the rendezvous,5,0,2,0,2,1,0
ea980120.1830.0071.tml,11,e26,ei222,train,believe,READER,everyone believes that somehow Cuba is going to change,2,0,6,0,2,0,0
ed980111.1130.0089.tml,1,e1,ei155,train,change,READER,the vital signs will change,0,0,1,9,0,0,0
ed980111.1130.0089.tml,1,e25,ei154,train,likely,READER,those vital signs are likely to change much,0,5,0,5,0,0,0
ed980111.1130.0089.tml,6,e32,ei167,train,have,READER,"in Maine, about a half million people have power",0,6,0,0,0,0,4
wsj_0026.tml,8,e14,ei2000,train,decided,READER,Mr. Bush decided to grant duty-free status for 18 categories,10,0,0,0,0,0,0
wsj_0027.tml,4,e1,ei1989,train,resigned,READER,James McAlpine resigned,10,0,0,0,0,0,0
wsj_0027.tml,5,e10,ei1996,train,reduce,READER,Mr. Stronach will reduce overhead,1,0,5,0,2,0,2
wsj_0027.tml,11,e71,ei2016,train,seat,READER,Mr. Stronach got a seat in Canada's Parliament,1,9,0,0,0,0,0
wsj_0027.tml,13,e44,ei2022,train,cut,READER,he will cut costs,1,0,8,0,0,0,1
wsj_0027.tml,15,e48,ei2027,train,reached,READER,Mr. McAlpine could be reached for comment,0,10,0,0,0,0,0
wsj_0106.tml,5,e14,ei138,train,conversion,READER,a  conversion will take place,1,0,2,0,3,0,4
wsj_0106.tml,7,e23,ei144,train,discuss,READER,he discussed other terms of the issue,0,10,0,0,0,0,0
wsj_0122.tml,6,e10,ei89,train,approved,READER,holders of more than a majority of the stock of the company approved the transaction,9,0,1,0,0,0,0
wsj_0124.tml,10,e34,ei327,train,acquisition,READER,Valley Federal Savings and Loan Association was acquired,1,5,0,1,3,0,0
wsj_0124.tml,11,e19,ei331,train,increase,READER,there was an increase in loan,7,0,0,0,0,0,3
wsj_0127.tml,5,e2000,ei2157,train,gains,READER,there were one-time gains in the latest period,0,10,0,0,0,0,0
wsj_0127.tml,5,e2001,ei2158,train,losses,READER,there were one-time losses in the latest period,1,8,0,0,1,0,0
wsj_0127.tml,6,e2005,ei2160,train,profit,READER,there was profit this year from discontinued operations,0,10,0,0,0,0,0
wsj_0127.tml,9,e19,ei2170,train,fell,READER,sales fell,10,0,0,0,0,0,0
wsj_0132.tml,7,e19,ei2007,train,had,READER,DSM had 71 million guilders of extraordinary charges,10,0,0,0,0,0,0
wsj_0136.tml,7,e10,ei2088,train,phasing,READER,the company is phasing out John Deere,10,0,0,0,0,0,0
wsj_0144.tml,7,e10,ei2215,train,result,READER,the California earthquake will result in a fourth-quarter pre-tax charge of less than $10 million,2,0,6,0,2,0,0
wsj_0144.tml,11,e61,ei2226,train,charge,READER,there was a $415 million charge,10,0,0,0,0,0,0
wsj_0150.tml,3,e1,ei137,train,merged,READER,A.L. Williams Corp. was merged into Primerica Corp.,10,0,0,0,0,0,0
wsj_0150.tml,6,e10,ei146,train,delisted,READER,Williams shares were delisted from the New York Stock Exchange,6,0,2,0,1,0,1
wsj_0150.tml,11,e18,ei152,train,disclosed,READER,terms were disclosed,0,10,0,0,0,0,0
wsj_0151.tml,4,e6,ei302,train,help,READER,the move will help prevent Martin Ackerman from making a run at the computer-services concern,1,0,2,0,7,0,0
wsj_0151.tml,4,e8,ei303,train,prevent,READER,the move prevent Martin Ackerman from making a run at the computer-services concern,0,1,0,0,7,0,2
wsj_0151.tml,4,e10,ei304,train,making,READER,Martin Ackerman will make a run at the computer-services concern,0,0,0,2,2,3,3
wsj_0151.tml,4,e11,ei305,train,run,READER,Martin Ackerman will make a run,0,1,0,1,1,1,6
wsj_0151.tml,6,e23,ei314,train,sale,READER,the company will be sold,0,0,0,0,10,0,0
wsj_0151.tml,8,e29,ei318,train,specify,READER,Mr. Edelman specified what prompted the recent moves,0,9,0,0,0,0,1
wsj_0152.tml,4,e10,ei125,train,expire,READER,the offer will expire,6,1,3,0,0,0,0
wsj_0157.tml,8,e19,ei2207,train,gave,READER,Equus and Tony Lama gave a reason for the changed offer,0,10,0,0,0,0,0
wsj_0157.tml,8,e2001,ei2210,train,comment,READER,there was comment from Tony Lama,1,9,0,0,0,0,0
wsj_0158.tml,7,e157,ei500,train,successor,READER,a successor was named,1,9,0,0,0,0,0
wsj_0158.tml,10,e362,ei553,train,directorship,READER,there was a board directorship at the London-based news organization,1,6,0,1,0,0,2
wsj_0158.tml,11,e21,ei517,train,serve,READER,Mr. Reupke served on the company's board of directors,0,10,0,0,0,0,0
wsj_0158.tml,15,e32,ei533,train,surprised,READER,the speaker will be very surprised,3,0,1,1,5,0,0
wsj_0165.tml,4,e10,ei72,train,exchange,READER,Heritage will exchange one share of a new preferred stock for each POP common share it does n't already own,10,0,0,0,0,0,0
wsj_0165.tml,5,e14,ei73,train,exercised,READER,warrants and options will be exercised,2,0,3,0,1,0,4
wsj_0167.tml,3,e3,ei2093,train,seeking,READER,RMS International Inc. is seeking other financing sources,10,0,0,0,0,0,0
wsj_0168.tml,7,e10,ei133,train,extended,READER,the loan will be extended,0,0,0,0,8,1,1
wsj_0168.tml,7,e12,ei134,train,increase,READER,there will be an increase in the conversion price,2,0,2,0,4,0,2
wsj_0169.tml,8,e19,ei165,train,acquisition,READER,87-store Weisfield's were acquired,10,0,0,0,0,0,0
wsj_0172.tml,9,e24,ei165,train,staying,READER,the executives are staying with the company,0,8,0,0,0,0,2
wsj_0173.tml,9,e18,ei2167,train,come,READER,Coleco came up with another winner,0,10,0,0,0,0,0
wsj_0173.tml,9,e19,ei2168,train,filed,READER,Coleco filed for bankruptcy-law protection,10,0,0,0,0,0,0
wsj_0175.tml,3,e1,ei205,train,completed,READER,Sony Corp. completed its tender offer for Columbia Pictures Entertainment Inc.,10,0,0,0,0,0,0
wsj_0175.tml,7,e19,ei221,train,close,READER,the acquisition of Guber/Peters Entertainment Co. will close Monday,3,0,6,0,0,0,1
wsj_0176.tml,5,e10,ei140,train,spread,READER,the after-tax charge will be spread over the next three quarters,9,0,0,0,0,0,1
wsj_0184.tml,4,e7,ei426,train,result,READER,the cost-cutting move will result in a fourth-quarter charge,0,0,9,0,1,0,0
wsj_0184.tml,4,e80,ei427,train,charge,READER,there will be a fourth-quarter charge,2,0,6,0,2,0,0
wsj_0184.tml,7,e24,ei436,train,increase,READER,the program will increase an individual's retirement benefits 10% to 20%,0,0,0,0,9,1,0
wsj_0184.tml,9,e189,ei439,train,strategy,READER,the company has a strategy to implement budget constraints,9,0,0,0,1,0,0
wsj_0184.tml,14,e50,ei456,train,trim,READER,"Upjohn will trim only about 275 to 350 of its more than 21,000 jobs world-wide",0,0,9,0,0,0,1
wsj_0187.tml,9,e14,ei266,train,expected,READER,a swift transition is expected,8,0,2,0,0,0,0
wsj_0187.tml,9,e44,ei264,train,settlement,READER,there will be a settlement,1,0,3,0,3,0,3
wsj_0187.tml,10,e18,ei271,train,become,READER,the government and Union Bank of Finland will become major shareholders in the new company,9,0,1,0,0,0,0
wsj_0187.tml,10,e20,ei272,train,injecting,READER, the government and Union Bank of Finland will inject 100 million Finnish markkaa,10,0,0,0,0,0,0
wsj_0189.tml,10,e14,ei2232,train,closed,READER,the battery plant will be closed,9,0,1,0,0,0,0
wsj_0266.tml,5,e9,ei128,train,named,READER,the Reserve Fund was named,0,9,0,0,0,0,1
wsj_0313.tml,4,e10,ei230,train,expect,READER,the company expects further adverse financial impact from the restructuring,0,8,0,1,1,0,0
wsj_0321.tml,4,e12,ei159,train,abandoning,READER,StatesWest is abandoning its pursuit,0,10,0,0,0,0,0
wsj_0329.tml,4,e10,ei61,train,purchase,READER,the Dallas oil and gas concern will purchase a 10% net-profits interest in certain oil and gas properties from National Canada Corp.,7,0,2,0,0,0,1
wsj_0332.tml,3,e1,ei154,train,making,READER,Orkem S.A. is making a friendly bid,10,0,0,0,0,0,0
wsj_0332.tml,8,e22,ei171,train,addition,READER,there will be the addition of related Orkem businesses and further acquisitions,2,0,4,0,2,0,2
wsj_0332.tml,8,e24,ei172,train,acquisitions,READER,there will be further acquisitions,1,0,2,0,7,0,0
wsj_0332.tml,8,e45,ei170,train,restructuring,READER,there will be a restructuring of Orkem's U.K. unit,5,0,3,0,1,0,1
wsj_0340.tml,3,e3,ei101,train,help,READER,"the 43,000 shares of Cie. de Navigation Mixte will help fend off an unwelcome takeover bid for the company",2,0,3,0,4,0,1
