v	 ( ( ollie ( and mertz ) ) striped )	 ( ( mertz ( or ( ( mouse ( and mertz ) ) ( and ( mouse ( or mouse ) ) ) ) ) ) spotted )	<
<	 ( ( ( millie ( and ( millie ( and millie ) ) ) ) ( and ( marcel ( or ( abby ( or mertz ) ) ) ) ) ) kitten )	 ( millie cat )	<
=	 ( ( abby ( or ( mertz ( or mouse ) ) ) ) kitten )	 ( ( ( ( abby ( or mertz ) ) ( or ( mouse ( or mertz ) ) ) ) ( or mouse ) ) kitten )	=
|	 ( ( mertz ( or ( millie ( or ( pumpkin ( or pumpkin ) ) ) ) ) ) kitten )	 ( ( ( ( marcel ( and mertz ) ) ( and pumpkin ) ) ( or ( marcel ( and ( marcel ( and mertz ) ) ) ) ) ) puppy )	>
>	 ( ( ( marcel ( and oona ) ) ( or ( ( oona ( or marcel ) ) ( or ( mertz ( or oona ) ) ) ) ) ) striped )	 ( oona kitten )	>
<	 ( ( ( ( ollie ( or oona ) ) ( and ( mouse ( and ollie ) ) ) ) ( and ( ( oona ( or mouse ) ) ( or millie ) ) ) ) puppy )	 ( mouse puppy )	<
#	 ( ( pumpkin ( or ( ( ollie ( or ollie ) ) ( and ( millie ( and ollie ) ) ) ) ) ) cat )	 ( ( ( millie ( or ollie ) ) ( or millie ) ) cat )	#
#	 ( ( oona ( or ( oona ( or ( abby ( and abby ) ) ) ) ) ) kitten )	 ( ( oona ( or millie ) ) kitten )	#
|	 ( ( mertz ( or ( mouse ( or millie ) ) ) ) striped )	 ( ( oona ( and ( mertz ( or mouse ) ) ) ) spotted )	>
#	 ( millie pet )	 ( ( ( pumpkin ( or millie ) ) ( and millie ) ) pony )	=
#	 ( mouse spotted )	 ( ( ( marcel ( or millie ) ) ( or millie ) ) striped )	#
|	 ( ( abby ( or ( marcel ( or ( ollie ( and mertz ) ) ) ) ) ) pony )	 ( abby dog )	>
#	 ( ( ( marcel ( and marcel ) ) ( and ( mouse ( and mouse ) ) ) ) striped )	 ( ( ( marcel ( or ( marcel ( or marcel ) ) ) ) ( and millie ) ) spotted )	#
|	 ( ( ( ( millie ( and millie ) ) ( or ( abby ( or marcel ) ) ) ) ( and marcel ) ) cat )	 ( ( ( mertz ( or ( abby ( or marcel ) ) ) ) ( and marcel ) ) dog )	=
>	 ( oona pony )	 ( ( ( mouse ( and oona ) ) ( and ( ollie ( or marcel ) ) ) ) pony )	>
>	 ( pumpkin pet )	 ( ( ( ( pumpkin ( and ollie ) ) ( and millie ) ) ( or ( ( pumpkin ( and ollie ) ) ( and mouse ) ) ) ) pet )	>
>	 ( ( oona ( or ( marcel ( or ( oona ( or marcel ) ) ) ) ) ) dog )	 ( ( marcel ( and ( ( oona ( and marcel ) ) ( and pumpkin ) ) ) ) puppy )	>
|	 ( ( ( millie ( or ( mertz ( or mertz ) ) ) ) ( and ( ( mertz ( and pumpkin ) ) ( or ( millie ( or millie ) ) ) ) ) ) puppy )	 ( ( ( mertz ( or ( pumpkin ( or pumpkin ) ) ) ) ( and ( millie ( and mouse ) ) ) ) kitten )	>
#	 ( ( marcel ( and ( ( mouse ( or mouse ) ) ( or ollie ) ) ) ) cat )	 ( abby cat )	#
>	 ( ( abby ( or ( ( marcel ( or abby ) ) ( or ( millie ( and millie ) ) ) ) ) ) puppy )	 ( ( abby ( or marcel ) ) puppy )	>
<	 ( oona dog )	 ( ( ( oona ( or oona ) ) ( or ( oona ( or ( millie ( or oona ) ) ) ) ) ) dog )	<
#	 ( ( ( mertz ( and mertz ) ) ( or ( mertz ( or marcel ) ) ) ) pet )	 ( millie pet )	#
#	 ( ( mertz ( and ( ( pumpkin ( and oona ) ) ( or pumpkin ) ) ) ) spotted )	 ( ( mertz ( and ( ( mertz ( or mertz ) ) ( and ( marcel ( and marcel ) ) ) ) ) ) spotted )	#
>	 ( marcel dog )	 ( ( marcel ( and ( ( mouse ( or marcel ) ) ( and ( mouse ( or marcel ) ) ) ) ) ) puppy )	=
=	 ( ( ( ( abby ( or millie ) ) ( or millie ) ) ( and millie ) ) spotted )	 ( millie spotted )	=
|	 ( ( ( ( abby ( and ollie ) ) ( or oona ) ) ( or ollie ) ) cat )	 ( oona dog )	>
#	 ( ( ( ( ollie ( or mouse ) ) ( and ( millie ( and millie ) ) ) ) ( and ollie ) ) pet )	 ( ( millie ( and ollie ) ) spotted )	=
>	 ( ( mertz ( or ( mouse ( or mertz ) ) ) ) cat )	 ( ( ( ( millie ( or mouse ) ) ( and mouse ) ) ( or ( mouse ( and ( ollie ( and mouse ) ) ) ) ) ) cat )	>
|	 ( ( mertz ( or pumpkin ) ) pony )	 ( ( pumpkin ( and marcel ) ) cat )	>
#	 ( ( ( ( millie ( and oona ) ) ( or oona ) ) ( or ( ( millie ( or oona ) ) ( and oona ) ) ) ) kitten )	 ( millie kitten )	#
^	 ( ( ( ( millie ( and millie ) ) ( or abby ) ) ( and ( ( millie ( or abby ) ) ( and ( abby ( and abby ) ) ) ) ) ) spotted )	 ( ( abby ( and abby ) ) striped )	=
<	 ( millie pet )	 ( ( ( ( mouse ( or mertz ) ) ( or millie ) ) ( or millie ) ) pet )	<
#	 ( abby cat )	 ( ( ( ( ollie ( and pumpkin ) ) ( or abby ) ) ( and ( ( abby ( and ollie ) ) ( or mertz ) ) ) ) cat )	#
|	 ( millie pony )	 ( ( ( ( mouse ( and millie ) ) ( and marcel ) ) ( and mertz ) ) dog )	>
<	 ( ( ollie ( and ( ( abby ( and pumpkin ) ) ( or ( abby ( and abby ) ) ) ) ) ) pony )	 ( ollie pony )	<
#	 ( ( pumpkin ( and ( millie ( or ( mertz ( and millie ) ) ) ) ) ) spotted )	 ( ( millie ( and pumpkin ) ) pet )	=
|	 ( millie pony )	 ( ( mouse ( and ( millie ( and ( marcel ( or marcel ) ) ) ) ) ) puppy )	>
#	 ( ( ( mertz ( or abby ) ) ( and ( ( pumpkin ( or abby ) ) ( and ( abby ( and abby ) ) ) ) ) ) kitten )	 ( pumpkin kitten )	#
|	 ( ( ( ( abby ( or abby ) ) ( or mouse ) ) ( or oona ) ) cat )	 ( oona puppy )	>
>	 ( ( ( abby ( and mertz ) ) ( or ( ( marcel ( and marcel ) ) ( and ( mertz ( or mertz ) ) ) ) ) ) striped )	 ( ( marcel ( and mertz ) ) kitten )	>
#	 ( ( ( ( pumpkin ( and millie ) ) ( or pumpkin ) ) ( and ( millie ( and ( abby ( or oona ) ) ) ) ) ) pet )	 ( abby pet )	#
<	 ( ( ( ollie ( and ( mouse ( and mouse ) ) ) ) ( and ollie ) ) puppy )	 ( ( ( marcel ( and mouse ) ) ( or ( ( mouse ( or mouse ) ) ( and mouse ) ) ) ) puppy )	<
|	 ( ( pumpkin ( or abby ) ) puppy )	 ( ( ( abby ( or abby ) ) ( and marcel ) ) kitten )	>
<	 ( ( ( marcel ( or ( ollie ( and ollie ) ) ) ) ( and ( ( ollie ( and mertz ) ) ( or mouse ) ) ) ) puppy )	 ( ( ( ( marcel ( and mouse ) ) ( or mertz ) ) ( or ( ( mouse ( or mouse ) ) ( and mouse ) ) ) ) spotted )	<
#	 ( oona spotted )	 ( ( pumpkin ( and ( mouse ( and ( mertz ( and mouse ) ) ) ) ) ) spotted )	#
|	 ( ( abby ( or ( pumpkin ( or abby ) ) ) ) kitten )	 ( ( pumpkin ( or ( ( pumpkin ( or abby ) ) ( and abby ) ) ) ) dog )	=
|	 ( ( millie ( or ( ( oona ( and ollie ) ) ( or ( ollie ( and millie ) ) ) ) ) ) pony )	 ( ( ( ( ollie ( or marcel ) ) ( and ( ollie ( and ollie ) ) ) ) ( and ( ( ollie ( or marcel ) ) ( and millie ) ) ) ) kitten )	>
<	 ( ( ( millie ( and ( mertz ( and oona ) ) ) ) ( or ( millie ( and ( oona ( or mertz ) ) ) ) ) ) pet )	 ( millie pet )	<
|	 ( ( ( ( millie ( and millie ) ) ( and ( marcel ( and mertz ) ) ) ) ( or abby ) ) puppy )	 ( ( abby ( and millie ) ) kitten )	>
=	 ( ( ( ( abby ( or abby ) ) ( or ( abby ( and mouse ) ) ) ) ( and ( abby ( or ( mouse ( and abby ) ) ) ) ) ) kitten )	 ( abby kitten )	=
#	 ( mertz spotted )	 ( ( ( ( mertz ( or abby ) ) ( and ( abby ( and marcel ) ) ) ) ( or ( ( abby ( and oona ) ) ( and ( abby ( and mertz ) ) ) ) ) ) striped )	#
>	 ( ( ollie ( or pumpkin ) ) dog )	 ( ( pumpkin ( or pumpkin ) ) puppy )	>
|	 ( ( ( ( oona ( and marcel ) ) ( or ( abby ( and pumpkin ) ) ) ) ( or oona ) ) puppy )	 ( ( abby ( and ( ( oona ( or abby ) ) ( and ( pumpkin ( or oona ) ) ) ) ) ) kitten )	>
>	 ( mouse cat )	 ( ( ( ollie ( or mertz ) ) ( and ( abby ( and mouse ) ) ) ) cat )	>
#	 ( millie spotted )	 ( ( oona ( and ( ( millie ( and oona ) ) ( or pumpkin ) ) ) ) striped )	#
>	 ( ( ( ( marcel ( and ollie ) ) ( and ( marcel ( and ollie ) ) ) ) ( or ( ( marcel ( and ollie ) ) ( or ( pumpkin ( and millie ) ) ) ) ) ) pony )	 ( ( ( ( pumpkin ( or pumpkin ) ) ( and ( marcel ( or marcel ) ) ) ) ( and ollie ) ) pony )	>
#	 ( ( ( ( millie ( and abby ) ) ( and ( pumpkin ( or abby ) ) ) ) ( or abby ) ) puppy )	 ( millie puppy )	#
#	 ( ( abby ( or ( ( abby ( and ollie ) ) ( and ( abby ( or oona ) ) ) ) ) ) dog )	 ( abby pet )	=
|	 ( ( ( mertz ( or ( mouse ( or millie ) ) ) ) ( or pumpkin ) ) pony )	 ( millie kitten )	>
>	 ( ( ( mertz ( or ( mouse ( or mouse ) ) ) ) ( or oona ) ) puppy )	 ( ( mertz ( and ( ( mouse ( and ollie ) ) ( and ( oona ( and mouse ) ) ) ) ) ) puppy )	>
|	 ( abby striped )	 ( ( ( ( abby ( and marcel ) ) ( and abby ) ) ( and ( ( marcel ( and marcel ) ) ( and ( ollie ( and ollie ) ) ) ) ) ) spotted )	>
|	 ( ( ( millie ( or mertz ) ) ( or ( ( mertz ( and ollie ) ) ( or ( mertz ( and millie ) ) ) ) ) ) cat )	 ( ( ( pumpkin ( and ( mertz ( or millie ) ) ) ) ( and millie ) ) puppy )	>
|	 ( ( ( marcel ( or ( pumpkin ( and pumpkin ) ) ) ) ( and ( ( pumpkin ( or pumpkin ) ) ( or pumpkin ) ) ) ) puppy )	 ( ( mertz ( and pumpkin ) ) kitten )	>
|	 ( ( ( ( mouse ( or abby ) ) ( or ( ollie ( or ollie ) ) ) ) ( or mouse ) ) cat )	 ( ( ( abby ( or ( abby ( and mertz ) ) ) ) ( and ( ( abby ( or mouse ) ) ( and ollie ) ) ) ) pony )	>
#	 ( ( marcel ( and ( mertz ( or ( ollie ( or mertz ) ) ) ) ) ) cat )	 ( ( ( mertz ( and ollie ) ) ( or ollie ) ) cat )	#
#	 ( ollie spotted )	 ( ( abby ( and ( ( mouse ( or pumpkin ) ) ( or pumpkin ) ) ) ) spotted )	#
|	 ( marcel puppy )	 ( ( ollie ( and ( ( marcel ( and marcel ) ) ( or marcel ) ) ) ) striped )	>
#	 ( ( ( millie ( or ( millie ( or pumpkin ) ) ) ) ( and oona ) ) spotted )	 ( millie spotted )	#
#	 ( marcel pet )	 ( ( mertz ( and ( ( millie ( and mertz ) ) ( or ( mertz ( and marcel ) ) ) ) ) ) pet )	#
#	 ( oona pet )	 ( ( pumpkin ( or ( ( pumpkin ( and millie ) ) ( and ( millie ( and pumpkin ) ) ) ) ) ) pet )	#
#	 ( ( ( ( pumpkin ( and mertz ) ) ( or ( pumpkin ( and millie ) ) ) ) ( and ( ( abby ( or pumpkin ) ) ( and millie ) ) ) ) dog )	 ( mertz dog )	#
#	 ( mertz dog )	 ( ( ( abby ( and ( mertz ( or marcel ) ) ) ) ( or marcel ) ) dog )	#
#	 ( ( mertz ( and mertz ) ) pony )	 ( ( pumpkin ( or pumpkin ) ) pony )	#
>	 ( ( ollie ( or ( ( ollie ( or marcel ) ) ( or pumpkin ) ) ) ) dog )	 ( marcel dog )	>
#	 ( ( ( abby ( or millie ) ) ( and oona ) ) spotted )	 ( abby striped )	#
>	 ( pumpkin pet )	 ( ( pumpkin ( and ( mouse ( or ollie ) ) ) ) pet )	>
#	 ( ( mertz ( or ( ( mertz ( and marcel ) ) ( or mertz ) ) ) ) pet )	 ( mertz puppy )	=
|	 ( ( ( ( millie ( and ollie ) ) ( and millie ) ) ( or ( ( millie ( or ollie ) ) ( or mertz ) ) ) ) spotted )	 ( ( marcel ( and ( millie ( and ( ollie ( or millie ) ) ) ) ) ) striped )	>
|	 ( ( ( ( abby ( and oona ) ) ( and millie ) ) ( or ( ( marcel ( and marcel ) ) ( or ( abby ( or oona ) ) ) ) ) ) spotted )	 ( marcel kitten )	>
|	 ( oona pony )	 ( ( ( pumpkin ( and ( millie ( or abby ) ) ) ) ( and oona ) ) cat )	>
#	 ( mertz pet )	 ( ( ( ( mertz ( or mouse ) ) ( and mouse ) ) ( or ( ( marcel ( or mouse ) ) ( and mertz ) ) ) ) pet )	#
|	 ( ( ( ( marcel ( or marcel ) ) ( or ( mouse ( or millie ) ) ) ) ( and mouse ) ) cat )	 ( mouse puppy )	=
#	 ( ( abby ( and ( ( mertz ( and mertz ) ) ( and abby ) ) ) ) pony )	 ( mouse pony )	#
|	 ( marcel dog )	 ( ( ( oona ( and marcel ) ) ( and marcel ) ) cat )	>
#	 ( ( millie ( or ( ( ollie ( and millie ) ) ( or ( mouse ( and mouse ) ) ) ) ) ) pet )	 ( abby pet )	#
<	 ( ( ( pumpkin ( and ( marcel ( or marcel ) ) ) ) ( and ( ( marcel ( or oona ) ) ( and ollie ) ) ) ) striped )	 ( ollie striped )	<
<	 ( ( ( ( oona ( or mouse ) ) ( or ( oona ( and mouse ) ) ) ) ( and ( ( mouse ( and mouse ) ) ( and ( oona ( and mouse ) ) ) ) ) ) dog )	 ( oona dog )	<
v	 ( ( ( ( mouse ( or mouse ) ) ( and ( ollie ( or marcel ) ) ) ) ( and ( abby ( and abby ) ) ) ) spotted )	 ( mouse striped )	<
#	 ( ( ( ollie ( or ( ollie ( or mouse ) ) ) ) ( or ( millie ( or ollie ) ) ) ) pony )	 ( abby pony )	#
#	 ( ( ( pumpkin ( or abby ) ) ( or pumpkin ) ) striped )	 ( millie striped )	#
>	 ( ( mouse ( or mouse ) ) spotted )	 ( ( ( ( oona ( and mouse ) ) ( and ( pumpkin ( and mouse ) ) ) ) ( or ( pumpkin ( and mouse ) ) ) ) spotted )	>
#	 ( ( mertz ( and ( ollie ( and ( ollie ( or abby ) ) ) ) ) ) striped )	 ( ( ( ( oona ( and ollie ) ) ( or abby ) ) ( and ollie ) ) striped )	#
#	 ( ( oona ( and pumpkin ) ) spotted )	 ( ( mouse ( and oona ) ) striped )	#
|	 ( pumpkin puppy )	 ( ( ( ( pumpkin ( and mouse ) ) ( or ( pumpkin ( and marcel ) ) ) ) ( and ( ( abby ( and pumpkin ) ) ( and ( marcel ( and mouse ) ) ) ) ) ) cat )	>
>	 ( ollie spotted )	 ( ( ( ( abby ( and mouse ) ) ( and ( abby ( or mouse ) ) ) ) ( and ollie ) ) spotted )	>
>	 ( ( pumpkin ( and ( abby ( or ( millie ( or pumpkin ) ) ) ) ) ) cat )	 ( pumpkin kitten )	=
#	 ( ( ( abby ( and oona ) ) ( and abby ) ) striped )	 ( ( ollie ( or ( ( pumpkin ( and ollie ) ) ( or ( oona ( and ollie ) ) ) ) ) ) spotted )	#
>	 ( ( ( ( millie ( or millie ) ) ( or abby ) ) ( or ( ( mertz ( or mertz ) ) ( or ollie ) ) ) ) cat )	 ( abby cat )	>
|	 ( ( ( ( millie ( or abby ) ) ( or ( pumpkin ( and abby ) ) ) ) ( or ( ( millie ( and pumpkin ) ) ( or abby ) ) ) ) pony )	 ( abby kitten )	>
<	 ( ( ( ( mertz ( or mertz ) ) ( and marcel ) ) ( and marcel ) ) puppy )	 ( ( ( ( marcel ( or marcel ) ) ( or mertz ) ) ( or ( ( marcel ( or mertz ) ) ( or ( ollie ( or marcel ) ) ) ) ) ) dog )	<
#	 ( ollie kitten )	 ( ( ( ( pumpkin ( or oona ) ) ( or ( mouse ( and mouse ) ) ) ) ( or ( ( ollie ( or mouse ) ) ( and ( pumpkin ( and pumpkin ) ) ) ) ) ) kitten )	#
|	 ( ( ( oona ( and ( mertz ( and marcel ) ) ) ) ( or oona ) ) puppy )	 ( oona cat )	=
#	 ( ( pumpkin ( and ( ( pumpkin ( and pumpkin ) ) ( and ollie ) ) ) ) kitten )	 ( marcel kitten )	#
|	 ( ( oona ( or ( ( mouse ( or millie ) ) ( and millie ) ) ) ) dog )	 ( ( millie ( and millie ) ) kitten )	>
#	 ( marcel spotted )	 ( ( ( ( marcel ( or ollie ) ) ( and ( marcel ( and marcel ) ) ) ) ( and marcel ) ) cat )	=
|	 ( abby striped )	 ( ( ( marcel ( and abby ) ) ( and ( ( abby ( and mertz ) ) ( or mertz ) ) ) ) puppy )	>
#	 ( ( mertz ( or mertz ) ) pony )	 ( ( ( ( mertz ( or millie ) ) ( or ( mertz ( and millie ) ) ) ) ( and millie ) ) pony )	#
#	 ( ( ( ( mertz ( or mertz ) ) ( and ( marcel ( and millie ) ) ) ) ( or ( ( mertz ( or marcel ) ) ( or ( millie ( and mouse ) ) ) ) ) ) spotted )	 ( mouse striped )	#
>	 ( marcel cat )	 ( ( ( ( millie ( or pumpkin ) ) ( and ( ollie ( or pumpkin ) ) ) ) ( and marcel ) ) kitten )	>
<	 ( ( ( ollie ( and ( pumpkin ( or mertz ) ) ) ) ( and ( ollie ( or ( ollie ( and mertz ) ) ) ) ) ) spotted )	 ( ( ( ( pumpkin ( or pumpkin ) ) ( and marcel ) ) ( or ( marcel ( or ollie ) ) ) ) spotted )	<
#	 ( ollie pet )	 ( ( ( ( mertz ( and ollie ) ) ( or ollie ) ) ( and ( ollie ( and ollie ) ) ) ) striped )	=
#	 ( ( ( ( ollie ( or oona ) ) ( or ( marcel ( or marcel ) ) ) ) ( and ( ( marcel ( or marcel ) ) ( and ( oona ( or oona ) ) ) ) ) ) pet )	 ( ( marcel ( and oona ) ) cat )	=
v	 ( pumpkin spotted )	 ( ( ( ( ollie ( or millie ) ) ( and ( ollie ( and mouse ) ) ) ) ( or pumpkin ) ) striped )	<
|	 ( ( ( ( ollie ( and pumpkin ) ) ( and ( mertz ( or ollie ) ) ) ) ( or oona ) ) striped )	 ( ( ( oona ( or ( oona ( and ollie ) ) ) ) ( and oona ) ) spotted )	>
#	 ( ( ( ( marcel ( and oona ) ) ( or ( marcel ( and marcel ) ) ) ) ( or millie ) ) kitten )	 ( ( mouse ( or marcel ) ) kitten )	#
#	 ( millie pet )	 ( ( ( ( mertz ( or millie ) ) ( or mouse ) ) ( and millie ) ) dog )	=
>	 ( mertz dog )	 ( ( ( ( pumpkin ( or oona ) ) ( and mertz ) ) ( and ( oona ( and oona ) ) ) ) puppy )	>
>	 ( ( ( millie ( or ollie ) ) ( and ( millie ( or ollie ) ) ) ) puppy )	 ( ( ollie ( and millie ) ) puppy )	>
|	 ( ( ( ( millie ( and millie ) ) ( or ( mertz ( and mertz ) ) ) ) ( or ( pumpkin ( and mertz ) ) ) ) dog )	 ( ( mertz ( or mertz ) ) pony )	>
#	 ( ollie pet )	 ( ( ollie ( and ( ollie ( or millie ) ) ) ) spotted )	=
|	 ( ( ( mouse ( or ( abby ( and mertz ) ) ) ) ( or ( ( mouse ( and pumpkin ) ) ( or ( mertz ( and mouse ) ) ) ) ) ) puppy )	 ( ( ( ( mertz ( and abby ) ) ( and mertz ) ) ( and pumpkin ) ) kitten )	>
#	 ( pumpkin spotted )	 ( ( marcel ( or ( marcel ( and ( pumpkin ( or mertz ) ) ) ) ) ) spotted )	#
|	 ( ( ( ( marcel ( and abby ) ) ( or marcel ) ) ( or ollie ) ) kitten )	 ( ( ( millie ( and ( millie ( and millie ) ) ) ) ( and ollie ) ) puppy )	>
>	 ( ( ( ollie ( or marcel ) ) ( and ( ( mouse ( or abby ) ) ( or abby ) ) ) ) pony )	 ( ( ( abby ( or abby ) ) ( and marcel ) ) pony )	>
>	 ( ( ( marcel ( or ( ollie ( or oona ) ) ) ) ( or marcel ) ) cat )	 ( ( mertz ( and ( ollie ( or marcel ) ) ) ) cat )	>
v	 ( ( ( ( millie ( and mouse ) ) ( and ( marcel ( or marcel ) ) ) ) ( or ( ( millie ( or ollie ) ) ( and ollie ) ) ) ) spotted )	 ( ( ( millie ( and millie ) ) ( or ( ollie ( or ( millie ( and millie ) ) ) ) ) ) striped )	<
|	 ( marcel striped )	 ( ( ( ollie ( or ollie ) ) ( and marcel ) ) puppy )	>
#	 ( ( ( ( mertz ( or pumpkin ) ) ( and millie ) ) ( and millie ) ) pony )	 ( ( oona ( or oona ) ) pony )	#
>	 ( mouse cat )	 ( ( ( ( mouse ( or abby ) ) ( and mouse ) ) ( or ( ( pumpkin ( and mouse ) ) ( and ( mouse ( and abby ) ) ) ) ) ) kitten )	=
#	 ( abby kitten )	 ( ( millie ( or ( ( millie ( and mertz ) ) ( or ( marcel ( and millie ) ) ) ) ) ) kitten )	#
#	 ( ( mouse ( and ( mouse ( or mertz ) ) ) ) spotted )	 ( mouse cat )	=
>	 ( ( pumpkin ( or ( millie ( or ( marcel ( or mouse ) ) ) ) ) ) spotted )	 ( ( ( ( marcel ( and marcel ) ) ( and mouse ) ) ( or ( ( mouse ( or marcel ) ) ( and millie ) ) ) ) spotted )	>
#	 ( mertz pet )	 ( ( ( ( mertz ( or abby ) ) ( and mertz ) ) ( or ( ( mertz ( or mertz ) ) ( and mertz ) ) ) ) pony )	=
|	 ( ( marcel ( or marcel ) ) spotted )	 ( ( marcel ( and marcel ) ) kitten )	=
|	 ( ( ( ( pumpkin ( or mouse ) ) ( or ( ollie ( and ollie ) ) ) ) ( or ( ( ollie ( and ollie ) ) ( or ( marcel ( or mouse ) ) ) ) ) ) puppy )	 ( ollie kitten )	>
=	 ( abby pet )	 ( ( abby ( and ( ( millie ( and millie ) ) ( or abby ) ) ) ) pet )	=
#	 ( ( mertz ( and oona ) ) cat )	 ( ( ( ( oona ( and mertz ) ) ( and mertz ) ) ( and ( mertz ( and ( mertz ( or mertz ) ) ) ) ) ) pet )	=
#	 ( ( ( ( oona ( and oona ) ) ( or abby ) ) ( and marcel ) ) spotted )	 ( ( millie ( or oona ) ) spotted )	#
<	 ( ( ( ( millie ( and pumpkin ) ) ( and abby ) ) ( and ( millie ( and millie ) ) ) ) puppy )	 ( millie spotted )	<
<	 ( ( marcel ( and ( millie ( or ( marcel ( and ollie ) ) ) ) ) ) pony )	 ( ( millie ( or marcel ) ) pony )	<
>	 ( ( ( pumpkin ( and ( millie ( and mertz ) ) ) ) ( or ( ( millie ( or pumpkin ) ) ( or pumpkin ) ) ) ) spotted )	 ( pumpkin puppy )	>
>	 ( ( abby ( or ( pumpkin ( and ( pumpkin ( or mertz ) ) ) ) ) ) dog )	 ( ( ( abby ( and mertz ) ) ( and mertz ) ) dog )	>
|	 ( ( ollie ( or ( marcel ( or millie ) ) ) ) dog )	 ( ( ( ollie ( or ollie ) ) ( or ollie ) ) cat )	>
<	 ( ( mouse ( or ( ( mertz ( or abby ) ) ( and ( oona ( or abby ) ) ) ) ) ) kitten )	 ( ( mouse ( or ( ( mouse ( or oona ) ) ( or abby ) ) ) ) cat )	<
<	 ( ( ( oona ( and oona ) ) ( and mertz ) ) puppy )	 ( ( oona ( or oona ) ) dog )	<
|	 ( pumpkin kitten )	 ( ( ( pumpkin ( and ( mouse ( or mouse ) ) ) ) ( and mouse ) ) pony )	>
#	 ( ( marcel ( and ( ( oona ( and marcel ) ) ( or mertz ) ) ) ) cat )	 ( ( ( ollie ( or ollie ) ) ( or mertz ) ) cat )	#
|	 ( ( oona ( and ( ( mertz ( or oona ) ) ( or ( pumpkin ( and abby ) ) ) ) ) ) kitten )	 ( ( oona ( and oona ) ) puppy )	=
#	 ( ( marcel ( and marcel ) ) dog )	 ( ( ( mertz ( or ( mertz ( and oona ) ) ) ) ( and mertz ) ) dog )	#
#	 ( ( ( abby ( and ( oona ( or millie ) ) ) ) ( or ( ( marcel ( or marcel ) ) ( and ( marcel ( and marcel ) ) ) ) ) ) spotted )	 ( oona spotted )	#
>	 ( ( ( ( mouse ( or mouse ) ) ( or ( mouse ( and oona ) ) ) ) ( or ( ( mouse ( or mouse ) ) ( or oona ) ) ) ) cat )	 ( ( mertz ( and ( abby ( and mouse ) ) ) ) kitten )	>
|	 ( ( ollie ( and ollie ) ) striped )	 ( ( ( ollie ( and mouse ) ) ( or ollie ) ) puppy )	=
|	 ( ( mouse ( or ( ( ollie ( or pumpkin ) ) ( or ( mouse ( and ollie ) ) ) ) ) ) pony )	 ( ( ( ( marcel ( and mouse ) ) ( or ( marcel ( and ollie ) ) ) ) ( or ( ( marcel ( and mouse ) ) ( and ( marcel ( and ollie ) ) ) ) ) ) kitten )	>
#	 ( ( ( abby ( and abby ) ) ( and ( abby ( and ( marcel ( or marcel ) ) ) ) ) ) spotted )	 ( mertz spotted )	#
#	 ( ( oona ( and oona ) ) striped )	 ( ( mertz ( or marcel ) ) spotted )	#
|	 ( oona dog )	 ( ( abby ( and ( ( mertz ( or oona ) ) ( and ( oona ( or oona ) ) ) ) ) ) cat )	>
>	 ( ( pumpkin ( or millie ) ) spotted )	 ( ( ( abby ( and abby ) ) ( and millie ) ) spotted )	>
>	 ( millie dog )	 ( ( ( ollie ( and ( abby ( or millie ) ) ) ) ( and ( millie ( and ( abby ( or marcel ) ) ) ) ) ) dog )	>
|	 ( ( ( ( mertz ( or pumpkin ) ) ( or ( mouse ( and mouse ) ) ) ) ( or ( ( mertz ( and mouse ) ) ( or ( mertz ( or mouse ) ) ) ) ) ) pony )	 ( ( pumpkin ( or ( mertz ( and pumpkin ) ) ) ) puppy )	>
|	 ( ( ( abby ( and mertz ) ) ( or ( oona ( or abby ) ) ) ) striped )	 ( oona puppy )	>
#	 ( ( ( ( mouse ( or mouse ) ) ( or ( marcel ( and millie ) ) ) ) ( and ( millie ( or millie ) ) ) ) spotted )	 ( ( mouse ( and ( marcel ( and ( millie ( or marcel ) ) ) ) ) ) striped )	#
<	 ( ollie spotted )	 ( ( ollie ( or ( ( marcel ( or ollie ) ) ( or ( ollie ( and ollie ) ) ) ) ) ) spotted )	<
>	 ( ( ( pumpkin ( and pumpkin ) ) ( or millie ) ) striped )	 ( ( ( ( mertz ( and millie ) ) ( and pumpkin ) ) ( and pumpkin ) ) striped )	>
|	 ( ( millie ( or marcel ) ) dog )	 ( ( millie ( and millie ) ) kitten )	>
>	 ( ( ollie ( or ( millie ( and ( marcel ( and marcel ) ) ) ) ) ) cat )	 ( ( ( mertz ( or mertz ) ) ( and ollie ) ) kitten )	>
>	 ( ( ( abby ( and ( pumpkin ( and mouse ) ) ) ) ( or abby ) ) spotted )	 ( ( ( pumpkin ( or ( pumpkin ( or pumpkin ) ) ) ) ( and ( ( pumpkin ( and oona ) ) ( and abby ) ) ) ) spotted )	>
#	 ( ( ollie ( or ( ( ollie ( or mouse ) ) ( or ( millie ( and ollie ) ) ) ) ) ) dog )	 ( abby dog )	#
<	 ( ( mertz ( and ( ( oona ( and mertz ) ) ( and millie ) ) ) ) puppy )	 ( ( millie ( or ( marcel ( or marcel ) ) ) ) dog )	<
#	 ( ( mertz ( and ( ( millie ( or mertz ) ) ( and marcel ) ) ) ) pony )	 ( oona pony )	#
<	 ( ( ( mouse ( and ( marcel ( or oona ) ) ) ) ( and ( ( marcel ( or mouse ) ) ( and ollie ) ) ) ) kitten )	 ( mouse kitten )	<
