%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
ENTAILMENT	 ( girl:The_girl_,_who_is_little_, ( ( is carefully ) her:combing_her_hair_into_a_pony_tail ) ) 	 ( girl:The_girl_,_who_is_little_, ( ( is her:combing_her_hair_into_a_pony_tail ) . ) ) 	4.6	1839
ENTAILMENT	 ( man:A_man_and_a_woman ( are ( in ( ( a room ) ( ( ( ( painted ( beige ( , dark:wearing_dark_colored_shirts ) ) ) and ) monitor:a_monitor ) in:is_in_the_background ) ) ) ) ) 	 ( man:A_man_and_a_woman ( are ( in ( ( ( ( ( a ( beige room ) ) , ) dark:wearing_dark_colored_shirts ) and ) ( monitor:a_monitor in:is_in_the_background ) ) ) ) ) 	5	6047
NEUTRAL	 ( ( A boy ) ( is ( standing ( outside ( the water ) ) ) ) ) 	 ( ( The boy ) ( is ( wading ( through ( the ( blue ocean ) ) ) ) ) ) 	3.135	280
NEUTRAL	 ( ( The guitar ) ( is ( being ( played ( by ( the man ) ) ) ) ) ) 	 ( ( A boat ) ( is ( ( sailing peacefully ) ( over ( the water ) ) ) ) ) 	1.1	1676
ENTAILMENT	 ( ( The person ) ( is ( slicing onions ) ) ) 	 ( Onions ( are ( being ( sliced ( by ( the person ) ) ) ) ) ) 	4.9	3721
NEUTRAL	 ( ( A ( small child ) ) ( is ( ( showing excitement ) ( on ( ( a swing ) ( set ( at ( the park ) ) ) ) ) ) ) ) 	 ( ( ( ( ( ( ( The girl ) , ) ( who ( is little ) ) ) , ) ( is swinging ) ) and ) ( ( the woman ) ( is ( standing behind ) ) ) ) 	3.6	7448
ENTAILMENT	 ( Men ( are ( sawing logs ) ) ) 	 ( Men ( are ( cutting wood ) ) ) 	4.5	1412
NEUTRAL	 ( children:Five_children ( are ( standing ( in wooden:a_wooden_hut ) ) ) ) 	 ( children:Five_children ( are ( standing ( in ( front ( of wooden:a_wooden_hut ) ) ) ) ) ) 	4.2	119
NEUTRAL	 ( ( A woman ) ( is ( cooking ( a ( breaded ( pork chop ) ) ) ) ) ) 	 ( ( The woman ) ( is ( chopping ( ( ( some bread ) and ) ( fried pork ) ) ) ) ) 	3.2	3322
NEUTRAL	 ( ( A ( ( ( black and ) orange ) bird ) ) ( is ( standing ( in ( the grass ) ) ) ) ) 	 ( ( ( The ( black bird ) ) ( with ( a ( yellow beak ) ) ) ) ( is ( standing ( in ( the ( green grass ) ) ) ) ) ) 	4	8700
ENTAILMENT	 ( woman:A_woman ( is ( riding ( a ( water scooter ) ) ) ) ) 	 ( woman:A_woman ( is ( riding ( ( a scooter ) ( for water ) ) ) ) ) 	4.1	3373
NEUTRAL	 ( ( The man ) ( is ( going ( into ( the water ) ) ) ) ) 	 ( ( The person ) ( is ( going ( into ( the sea ) ) ) ) ) 	4.1	8500
NEUTRAL	 ( ( An ( animated airplane ) ) ( is ( taking off ) ) ) 	 ( ( A plane ) ( is landing ) ) 	2.7	2812
NEUTRAL	 ( ( A woman ) ( ( ( is ( ( wearing ( a ( blue shirt ) ) ) ( with ( ( ( a ( white vest ) ) and ) ( a ( white cap ) ) ) ) ) ) and ) ( is ( ( talking and ) marching ) ) ) ) 	 ( ( ( The woman ) ( wearing ( ( the ( ( ( blue and ) white ) uniform ) ) ( with ( a ( white ( and ( blue hat ) ) ) ) ) ) ) ) ( ( ( is ( ( keeping ( her mouth ) ) open ) ) and ) ( is ( ( near others ) ( who ( are ( dressed ( in ( the ( same fashion ) ) ) ) ) ) ) ) ) ) 	3.4	6912
ENTAILMENT	 ( white:A_white_and_tan_dog ( is ( running ( through ( the ( ( ( tall and ) green ) grass ) ) ) ) ) ) 	 ( white:A_white_and_tan_dog ( is ( running ( through ( a field ) ) ) ) ) 	4.35	384
NEUTRAL	 ( People ( are ( ( ( riding and ) paddling ) raft:a_raft ) ) ) 	 ( ( A ( few people ) ) ( are ( floating ( on raft:a_raft ) ) ) ) 	3.8	2525
ENTAILMENT	 ( group:The_group_of_people ( is ( sitting ( in ( a ( dim room ) ) ) ) ) ) 	 ( group:The_group_of_people ( is ( sitting ( in ( ( a room ) ( which ( is dim ) ) ) ) ) ) ) 	4.9	7466
ENTAILMENT	 ( ( A girl ) ( is ( eating ( a cupcake ) ) ) ) 	 ( ( A cupcake ) ( is ( being ( eaten ( by ( a girl ) ) ) ) ) ) 	5	5588
NEUTRAL	 ( ( The kid ) ( ( is happily ) ( sliding ( in ( the snow ) ) ) ) ) 	 ( ( ( A boy ) ( on ( ( a hill ) ( covered ( in snow ) ) ) ) ) ( ( ( is ( wearing ( ( ( a ( red jacket ) ) and ) ( a ( black hat ) ) ) ) ) and ) ( is ( sliding ( on ( his knees ) ) ) ) ) ) 	4	765
ENTAILMENT	 ( woman:A_woman ( is ( ( putting eggs:two_eggs ) a:into_a_pot_of_water ) ) ) 	 ( woman:A_woman ( is ( ( placing eggs:two_eggs ) a:into_a_pot_of_water ) ) ) 	4.9	3250
NEUTRAL	 ( ( ( ( ( A ( small group ) ) ( of people ) ) ( are standing ) ) and ) ( two ( are ( sitting ( on ( the sofa ) ) ) ) ) ) 	 ( ( ( A group ) ( of ( five ( young adults ) ) ) ) ( are ( lounging indoors ) ) ) 	3.8	8963
NEUTRAL	 ( ( men:Two_men ( with cars ) ) ( are ( on ( ( the side ) ( of snowy:a_snowy_road ) ) ) ) ) 	 ( men:Two_men ( are ( ( taking ( a break ) ) ( from ( ( a trip ) ( on snowy:a_snowy_road ) ) ) ) ) ) 	4	417
ENTAILMENT	 ( ( ( A man ) a:in_a_motocross_uniform ) wearing:is_wearing_a_helmet_and_rides_a_red_motorcycle ) 	 ( ( ( A person ) a:in_a_motocross_uniform ) wearing:is_wearing_a_helmet_and_rides_a_red_motorcycle ) 	4.8	8343
NEUTRAL	 ( ( ( ( A ( little girl ) ) and ) ( ( a woman ) ( wearing ( a ( yellow shirt ) ) ) ) ) ( are ( ( getting splashed ) ( by ( a ( city fountain ) ) ) ) ) ) 	 ( ( ( A ( young girl ) ) ( is ( playing ( on ( ( the edge ) ( of ( ( ( a fountain ) and ) ( an ( older woman ) ) ) ) ) ) ) ) ) ( is ( watching her ) ) ) 	3.5	9677
NEUTRAL	 ( small:A_small_boy ( is ( scolding dog:a_dog ) ) ) 	 ( small:A_small_boy ( is ( playing ( with dog:a_dog ) ) ) ) 	3.4	2130
ENTAILMENT	 ( ( A horse ) ( is ( being ( ridden ( by ( a person ) ) ) ) ) ) 	 ( ( A person ) ( is ( riding ( a horse ) ) ) ) 	5	5914
NEUTRAL	 ( ( A veteran ) ( is ( ( showing ( different things ) ) ( from ( ( a war ) ( to ( some people ) ) ) ) ) ) ) 	 ( ( A ( large man ) ) ( is ( sitting ( in ( a ( military ( accessories store ) ) ) ) ) ) ) 	2.8	9093
NEUTRAL	 ( ( The dog ) ( is ( having ( ( a nap ) ( in ( the park ) ) ) ) ) ) 	 ( ( ( ( A ( big brown ) ) and ) ( white ( spotted dog ) ) ) ( is ( lying ( on ( ( a jacket ) ( on ( the street ) ) ) ) ) ) ) 	2.9	9500
NEUTRAL	 ( ( ( The kittens ) the:on_the_trays ) ( are ( being ( eaten ( as ( food ( for ( an advertisement ) ) ) ) ) ) ) ) 	 ( ( ( The food ) the:on_the_trays ) ( is ( being ( eaten ( by ( the kittens ) ) ) ) ) ) 	3.5	1877
ENTAILMENT	 ( group:A_group_of_people ( is ( equipped ( with ( gear ( used ( for protection ) ) ) ) ) ) ) 	 ( group:A_group_of_people ( is ( equipped ( with ( protective gear ) ) ) ) ) 	5	816
ENTAILMENT	 ( ( A man ) ( is ( ( ( wearing ( a hat:straw_hat ) ) and ) ( smoking ( a cigarette ) ) ) ) ) 	 ( ( A cigarette ) ( is ( being ( smoked ( by ( ( the man ) ( in ( the hat:straw_hat ) ) ) ) ) ) ) ) 	4.8	7311
ENTAILMENT	 ( ( A ( big cat ) ) ( ( ( is ( ( opening ( a ( plastic drawer ) ) ) ( with ( its paws ) ) ) ) and ) ( is inside:jumping_inside ) ) ) 	 ( ( A cat ) ( is ( ( ( opening ( a drawer ) ) and ) inside:jumping_inside ) ) ) 	4.4	5003
CONTRADICTION	 ( people:Some_people_and_vehicles ( are ( on ( a ( crowded street ) ) ) ) ) 	 ( people:Some_people_and_vehicles ( are ( on ( a ( ( almost empty ) street ) ) ) ) ) 	4.2	8263
NEUTRAL	 ( ( Two children ) ( are ( playing ( on statue:a_statue ) ) ) ) 	 ( ( Small children ) ( are ( climbing ( statue:a_statue ( in ( a park ) ) ) ) ) ) 	4.1	7356
ENTAILMENT	 ( Someone ( is ( strumming guitar:the_guitar ) ) ) 	 ( Someone ( is ( playing guitar:the_guitar ) ) ) 	4.5	2557
NEUTRAL	 ( ( A cook ) ( is ( coating ( ( a pork ) chop ) ) ) ) 	 ( ( A woman ) ( is ( grating carrots ) ) ) 	2.1	3292
NEUTRAL	 ( ( A dog ) ( is ( swimming ( after ( a ( tennis ball ) ) ) ) ) ) 	 ( ( A ( young man ) ) ( is ( ( pushing ( a ( motocross bike ) ) ) ( down ( a ( dirt hill ) ) ) ) ) ) 	1	9988
ENTAILMENT	 ( ( A man ) ( is ( climbing rope:a_rope ) ) ) 	 ( ( The man ) ( is ( ( climbing up ) rope:a_rope ) ) ) 	4.8	4006
ENTAILMENT	 ( group:A_group_of_rollerbladers ( is ( up:lining_up ( on ( the road ) ) ) ) ) 	 ( group:A_group_of_rollerbladers ( is ( up:lining_up ( on ( the street ) ) ) ) ) 	4.9	8660
ENTAILMENT	 ( ( A skateboarder ) jumping:is_jumping_in_the_air ) 	 ( ( The skateboarder ) jumping:is_jumping_in_the_air ) 	4.9	9303
CONTRADICTION	 ( black:A_black_and_white_dog_with_a_large_branch ( is ( running the:in_the_field ) ) ) 	 ( black:A_black_and_white_dog_with_a_large_branch ( is ( standing the:in_the_field ) ) ) 	4.2	9706
NEUTRAL	 ( ( ( A ( little boy ) ) ( in pink:a_pink_shirt ) ) ( is ( running ( under ( ( a tree ) ( in ( the desert ) ) ) ) ) ) ) 	 ( ( A girl ) ( ( ( is ( wearing ( ( jeans and ) pink:a_pink_shirt ) ) ) and ) ( is running ) ) ) 	2.8	6330
ENTAILMENT	 ( man:A_man ( ( is recklessly ) a:climbing_a_rope ) ) 	 ( man:A_man ( is a:climbing_a_rope ) ) 	4.3	4001
ENTAILMENT	 ( ( man:A_man ( in ( a ( black jersey ) ) ) ) standing:is_standing_in_a_gym ) 	 ( ( man:A_man ( in ( ( a jersey ) ( which ( is black ) ) ) ) ) standing:is_standing_in_a_gym ) 	4.9	9132
ENTAILMENT	 ( tennis:A_tennis_player ( is ( jumping the:to_the_left ) ) ) 	 ( tennis:A_tennis_player ( is ( lunging the:to_the_left ) ) ) 	4.4	7795
NEUTRAL	 ( boys:Three_boys ( are ( walking rocks:on_rocks_along_a_river ) ) ) 	 ( boys:Three_boys ( are ( resting rocks:on_rocks_along_a_river ) ) ) 	3.8	6764
NEUTRAL	 ( Ferrets ( are ( ( climbing down ) ( from ( a shelf ) ) ) ) ) 	 ( ( A ( few ferrets ) ) ( are ( ( climbing out ) ( of ( the cage ) ) ) ) ) 	3.1	2668
NEUTRAL	 ( ( A man ) ( is screaming ) ) 	 ( ( A ( sad man ) ) ( is crying ) ) 	2.9	1400
NEUTRAL	 ( ( A woman ) ( is ( playing ( an ( electric guitar ) ) ) ) ) 	 ( ( A man ) ( is ( ( laying down ) ( a guitar ) ) ) ) 	2.3	3002
NEUTRAL	 ( ( People ( at ( a ( drag race ) ) ) ) ( are ( ( running away ) ( from ( ( the flames ) ( that ( are ( ( coming out ) ( of ( the cars ) ) ) ) ) ) ) ) ) ) 	 ( ( The crowd ) ( is ( watching ( ( two ( racing cars ) ) ( that ( are ( leaving ( the ( starting line ) ) ) ) ) ) ) ) ) 	2.6	6228
NEUTRAL	 ( ( ( A boy ) ( in ( a ( white t-shirt ) ) ) ) ( is ( splashing ( in ( shallow water ) ) ) ) ) 	 ( ( A girl ) ( is ( running ( through ( ( the water ) ( at ( the beach ) ) ) ) ) ) ) 	2.3	7950
NEUTRAL	 ( woman:A_woman_dressed_in_elegant_clothing ( inside:is_inside_a_crowd_of_people_and ( is ( looking down ) ) ) ) 	 ( woman:A_woman_dressed_in_elegant_clothing ( inside:is_inside_a_crowd_of_people_and ( is ( looking up ) ) ) ) 	3.1	7937
NEUTRAL	 ( ( A ( bald person ) ) playing:is_playing_a_guitar ) 	 ( ( A person ) ( ( ( has ( blonde ( and ( flyaway hair ) ) ) ) and ) playing:is_playing_a_guitar ) ) 	3.9	285
ENTAILMENT	 ( ( The man ) ( is ( ( ( singing and ) playing ) ( the guitar ) ) ) ) 	 ( ( The guitar ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	4.3	3909
NEUTRAL	 ( ( football:A_football_player ( in ( a ( purple jersey ) ) ) ) ( is ( running ( with ( ( the ball ) ( for ( a touchdown ) ) ) ) ) ) ) 	 ( football:A_football_player ( is ( ( carrying ( an official ) ) ( past ( a ( rolling football ) ) ) ) ) ) 	2.9	7544
ENTAILMENT	 ( ( The woman ) holding:is_holding_the_paintbrush_next_to_the_artist_'s_easel ) 	 ( ( The lady ) holding:is_holding_the_paintbrush_next_to_the_artist_'s_easel ) 	4.9	9584
ENTAILMENT	 ( ( A man ) doing:is_doing_a_trick_on_a_skateboard ) 	 ( ( A person ) doing:is_doing_a_trick_on_a_skateboard ) 	4.4	8334
ENTAILMENT	 ( ( The woman ) cleaning:is_cleaning_a_shrimp ) 	 ( ( A woman ) cleaning:is_cleaning_a_shrimp ) 	4.9	3364
ENTAILMENT	 ( ( A dog ) swimming:is_swimming_in_a_body_of_water ) 	 ( ( An animal ) swimming:is_swimming_in_a_body_of_water ) 	4.5	8806
ENTAILMENT	 ( man:A_man ( is ( playing ( an ( electric guitar ) ) ) ) ) 	 ( man:A_man ( is ( playing guitar ) ) ) 	4.9	1493
ENTAILMENT	 ( Vegetables ( are ( being ( ( put a:into_a_pot ) ( by ( a man ) ) ) ) ) ) 	 ( Someone ( is ( ( pouring ingredients ) a:into_a_pot ) ) ) 	4	5938
NEUTRAL	 ( ( A ( young boy ) ) ( is ( playing ( a ( wind instrument ) ) ) ) ) 	 ( ( A kid ) ( is ( ( throwing away ) ( an instrument ) ) ) ) 	2.8	3174
NEUTRAL	 ( ( A man ) leaning:is_leaning_on_the_ledge_of_a_balcony ) 	 ( ( A woman ) leaning:is_leaning_on_the_ledge_of_a_balcony ) 	3.8	8832
NEUTRAL	 ( ( A motorcycle ) ( is ( riding ( ( standing up ) ( on ( seat:the_seat ( of ( the vehicle ) ) ) ) ) ) ) ) 	 ( Someone ( ( ( is ( on ( a ( black ( and ( white motorcycle ) ) ) ) ) ) and ) ( is ( standing ( on seat:the_seat ) ) ) ) ) 	3.165	197
NEUTRAL	 ( ( A ( practicing jumper ) ) ( is ( ( tossing ( ( a ( person 's ) ) snowboard ) ) ( into ( the air ) ) ) ) ) 	 ( ( Two people ) ( are ( riding ( a bike ) ) ) ) 	2	9822
NEUTRAL	 ( ( ( ( A person ) ( is ( looking ( at ( ( a bike ) ( designed ( for ( motocross ( that ( is ( lying ( on ( its side ) ) ) ) ) ) ) ) ) ) ) ) ) and ) ( another ( is ( racing by ) ) ) ) 	 ( ( The ( bike rider ) ) ( is ( looking ( at ( ( an accident ) ( of ( another ( bike rider ) ) ) ) ) ) ) ) 	3.1	7590
CONTRADICTION	 ( toy:A_toy_train ( is ( striking toy:a_toy_car ) ) ) 	 ( toy:A_toy_train ( is ( missing toy:a_toy_car ) ) ) 	3.8	3711
NEUTRAL	 ( ( A toddler ) ( is ( making ( ( a splash ) ( inside ( a ( blue ( paddling pool ) ) ) ) ) ) ) ) 	 ( ( The child ) ( is ( splashing ( water ( in ( a ( big ( red pool ) ) ) ) ) ) ) ) 	3.1	8548
NEUTRAL	 ( woman:A_woman ( is ( refrigerating potato:a_potato ) ) ) 	 ( woman:A_woman ( is ( peeling potato:a_potato ) ) ) 	3.7	3982
ENTAILMENT	 ( ( The horse ) ( is ( being ( ridden ( by ( a man ) ) ) ) ) ) 	 ( ( A man ) ( is ( riding ( the horse ) ) ) ) 	5	2001
NEUTRAL	 ( ( The ( little boy ) ) ( is ( ( ( sticking tongue:his_tongue ) out ) ( for ( ( camera:the_camera_and ( another boy ) ) ( is ( looking on ) ) ) ) ) ) ) 	 ( ( ( Two ( young boys ) ) ( are ( ( looking up ) ( at ( camera:the_camera_and one ) ) ) ) ) ( is ( ( sticking out ) tongue:his_tongue ) ) ) 	4.4	9745
CONTRADICTION	 ( few:A_few_men_in_a_competition ( are ( running outside ) ) ) 	 ( few:A_few_men_in_a_competition ( are ( running indoors ) ) ) 	3.9	717
NEUTRAL	 ( person:A_person ( is ( eating ( in ( a restaurant ) ) ) ) ) 	 ( person:A_person ( is ( making ( a bed ) ) ) ) 	1.2	5657
NEUTRAL	 ( ( A ( race ( car driver ) ) ) ( ( ( is ( standing up ) ) and ) ( ( is fiercely ) ( ( pointing ( his hand ) ) ( at ( the sky ) ) ) ) ) ) 	 ( ( ( The person ) ( in ( the ( blue jacket ) ) ) ) ( is ( wearing ( a ( colorful helmet ) ) ) ) ) 	1.6	6158
ENTAILMENT	 ( ( A girl ) ( is ( eating ( a cupcake ) ) ) ) 	 ( ( A cupcake ) ( is ( being ( eaten ( by ( a girl ) ) ) ) ) ) 	5	5588
ENTAILMENT	 ( ( A lady ) ( is ( ( cutting ( up ( some meat ) ) ) precisely ) ) ) 	 ( ( Some meat ) ( is ( being ( ( cut ( into pieces ) ) ( by ( a woman ) ) ) ) ) ) 	4.8	2058
ENTAILMENT	 ( man:The_man ( is ( ( hurling knives ) a:at_a_tree ) ) ) 	 ( man:The_man ( is ( ( throwing knives ) a:at_a_tree ) ) ) 	4.6	4066
ENTAILMENT	 ( dog:A_dog ( is ( ( running breathlessly ) the:on_the_road ) ) ) 	 ( dog:A_dog ( is ( running the:on_the_road ) ) ) 	4.5	4054
CONTRADICTION	 ( Nobody ( is in:standing_in_the_ocean_and_watching_the_sunset ) ) 	 ( ( Two people ) ( are in:standing_in_the_ocean_and_watching_the_sunset ) ) 	2.5	6146
NEUTRAL	 ( ( Three men ) ( are ( practicing ( karate outdoors ) ) ) ) 	 ( ( ( Three boys ) ( in ( karate costumes ) ) ) ( are fighting ) ) 	3.8	1506
ENTAILMENT	 ( ( young:A_young_girl ( in ( a bikini ) ) ) jumping:is_jumping_on_the_beach ) 	 ( ( young:A_young_girl ( in ( swimming suite ) ) ) jumping:is_jumping_on_the_beach ) 	4.4	8986
NEUTRAL	 ( ( A dog ) ( is ( running ( with ( a ball ) ) ) ) ) 	 ( ( The ( black dog ) ) ( is ( carrying ( ( a ( ( ( blue and ) white ) ball ) ) ( in ( its mouth ) ) ) ) ) ) 	4	9224
NEUTRAL	 ( ( A ( big fish ) ) ( is ( catching ( a man ) ) ) ) 	 ( ( A woman ) ( is ( deboning ( a fish ) ) ) ) 	1.9	3420
NEUTRAL	 ( ( ( Four people ) ( are ( ( walking ( along ( ( ( a ( city sidewalk ) ) and ) ( the one ) ) ) ) ( in ( the hat:green_hat ) ) ) ) ) ( is ( phoning someone ) ) ) 	 ( ( ( A group ) ( of people ) ) ( is ( ( ( walking down ) ( ( ( the street ) and ) ( a person ) ) ) ( in ( ( a hat:green_hat ) ( is ( on ( the phone ) ) ) ) ) ) ) ) 	4.2	9336
NEUTRAL	 ( Nobody ( is ( slicing ( a tomato ) ) ) ) 	 ( ( The person ) ( is ( slicing ( a vegetable ) ) ) ) 	3.1	2544
ENTAILMENT	 ( man:A_man ( is ( cutting ( a note ) ) ) ) 	 ( man:A_man ( is ( cutting ( a paper ) ) ) ) 	4.4	4360
ENTAILMENT	 ( white:Two_white_dogs ( ( are quickly ) together:running_together ) ) 	 ( white:Two_white_dogs ( are together:running_together ) ) 	4.6	8714
ENTAILMENT	 ( ( The lady ) ( is ( slicing tomato:a_tomato ) ) ) 	 ( Someone ( is ( cutting tomato:a_tomato ) ) ) 	4.7	2405
NEUTRAL	 ( ( A snowboarder ) ( is ( ( grinding down ) ( a ( long ( concrete rail ) ) ) ) ) ) 	 ( ( A person ) ( is ( ( doing acrobatics ) ( on ( a snowboard ) ) ) ) ) 	3.3	9314
ENTAILMENT	 ( man:A_man ( is ( ( applying silencer:a_silencer ) ( to ( a gun ) ) ) ) ) 	 ( man:A_man ( is ( ( fitting silencer:a_silencer ) ( to ( a pistol ) ) ) ) ) 	4.8	4734
ENTAILMENT	 ( white:Two_white_dogs ( are ( playing ( with ( brown:a_brown_dog_and ( a ( tennis ball ) ) ) ) ) ) ) 	 ( white:Two_white_dogs ( are ( playing ( with ( brown:a_brown_dog_and ( a ball ) ) ) ) ) ) 	4.7	7889
ENTAILMENT	 ( ( A ( small pig:guinea_pig ) ) ( is ( ( ( ( gnawing and ) eating ) ( ( a piece ) ( of carrot ) ) ) ( on ( the floor ) ) ) ) ) 	 ( ( A pig:guinea_pig ) ( is ( devouring ( a carrot ) ) ) ) 	4.5	2795
ENTAILMENT	 ( man:A_man ( is ( climbing rope:a_rope ) ) ) 	 ( man:A_man ( is ( ( climbing up ) rope:a_rope ) ) ) 	4.8	4011
ENTAILMENT	 ( ( A dog:bull_dog ) ( is ( being ( brushed ( by ( the monkey ) ) ) ) ) ) 	 ( ( The monkey ) ( is ( brushing ( a dog:bull_dog ) ) ) ) 	4.8	2604
ENTAILMENT	 ( ( A man ) ( is ( dancing ( on ( ceiling:the_ceiling ( of ( a room ) ) ) ) ) ) ) 	 ( ( The man ) ( is ( ( dancing upside-down ) ( on ceiling:the_ceiling ) ) ) ) 	4.4	3880
ENTAILMENT	 ( ( ( ( A ( black dog ) ) and ) ( a ( small ( ( ( white and ) black ) dog ) ) ) ) ( are ( ( looking up ) ( at ( a ( kitchen countertop ) ) ) ) ) ) 	 ( ( ( ( A ( large dog ) ) and ) ( a ( small dog ) ) ) ( ( ( are ( ( standing next ) ( to ( the ( kitchen counter ) ) ) ) ) and ) ( are investigating ) ) ) 	4.2	8576
CONTRADICTION	 ( woman:A_woman ( is ( ( ( ( ( taking off ) cloak:a_cloak_,_which_is_very_large ) , ) and ) ( revealing extravagant:an_extravagant_dress ) ) ) ) 	 ( woman:A_woman ( is ( ( ( putting ( on ( cloak:a_cloak_,_which_is_very_large , ) ) ) and ) ( concealing extravagant:an_extravagant_dress ) ) ) ) 	3.5	592
NEUTRAL	 ( ( A man ) ( is ( ( chopping ( a log ) ) an:with_an_axe ) ) ) 	 ( ( The man ) ( is ( ( chopping ( a ( tree trunk ) ) ) an:with_an_axe ) ) ) 	4.4	3459
NEUTRAL	 ( child:A_child ( is ( swimming ( underwater ( in ( a pool ) ) ) ) ) ) 	 ( child:A_child ( is ( smiling ( at ( the ( camera ( and ( swimming underwater ) ) ) ) ) ) ) ) 	4.1	7394
NEUTRAL	 ( ( A man ) ( is ( ( doing ( back flips ) ) a:on_a_trampoline ) ) ) 	 ( ( Several boys ) ( are ( jumping a:on_a_trampoline ) ) ) 	3.4	4140
NEUTRAL	 ( ( An ( old topless:,_topless_woman ) ) covered:is_covered_in_paint ) 	 ( ( A ( young topless:,_topless_woman ) ) covered:is_covered_in_paint ) 	3.8	304
ENTAILMENT	 ( ( black:A_black_dog ( is ( running ( in ( ( grass:the_grass and ) ( its tongue ) ) ) ) ) ) ( is ( hanging out ) ) ) 	 ( black:A_black_dog ( is ( running ( in grass:the_grass ) ) ) ) 	4.9	6287
NEUTRAL	 ( man:A_man ( is ( wearing ( ( a ( blue shirt ) ) ( which ( ( ( has ( long ( ( sleeves and ) jeans ) ) ) and ) ( is ( ( riding unicycle:a_unicycle ) ( down ( a street ) ) ) ) ) ) ) ) ) ) 	 ( man:A_man ( is ( ( ( wearing ( a ( blue ( checkered shirt ) ) ) ) and ) ( riding ( unicycle:a_unicycle ( in ( the street ) ) ) ) ) ) ) 	4.3	7319
ENTAILMENT	 ( Swimmers ( are ( racing a:in_a_lake ) ) ) 	 ( ( Some racers ) ( are ( swimming a:in_a_lake ) ) ) 	4.3	3733
NEUTRAL	 ( ( A man ) ( is ( cutting onions ) ) ) 	 ( ( A woman ) ( is ( cutting ( an onion ) ) ) ) 	3.5	5047
NEUTRAL	 ( ( A man ) ( is ( running the:on_the_road ) ) ) 	 ( ( A dog ) ( is ( ( running breathlessly ) the:on_the_road ) ) ) 	2.6	4060
ENTAILMENT	 ( ( A person ) ( is ( peeling ( a potato ) ) ) ) 	 ( ( A potato ) ( is ( being ( peeled ( by ( a person ) ) ) ) ) ) 	5	5799
ENTAILMENT	 ( ( ( ( ( A pig:guinea_pig ) , ) ( which ( is small ) ) ) , ) gnawing:is_gnawing_and_eating_a_piece_of_carrot_on_the_floor ) 	 ( ( A ( small pig:guinea_pig ) ) gnawing:is_gnawing_and_eating_a_piece_of_carrot_on_the_floor ) 	4.8	2791
ENTAILMENT	 ( ( A rollerblader ) ( is ( performing ( ( a trick ) a:on_a_ramp ) ) ) ) 	 ( ( A trick ) ( is ( being ( performed ( by ( ( a rollerblader ) a:on_a_ramp ) ) ) ) ) ) 	5	7064
ENTAILMENT	 ( ( ( A girl ) blue:in_blue ) ( is ( ( sliding down ) ( a ( green slide ) ) ) ) ) 	 ( ( ( The ( young girl ) ) blue:in_blue ) ( is ( enjoying ( a slide ) ) ) ) 	4.3	8383
NEUTRAL	 ( ( group:A_group ( of scouts ) ) ( are ( hiking the:through_the_grass ) ) ) 	 ( ( group:A_group ( of explorers ) ) ( are ( walking the:through_the_grass ) ) ) 	4.1	402
NEUTRAL	 ( ( A family ) ( is ( ( buying something ) ( at ( the ( vending machine ) ) ) ) ) ) 	 ( ( ( A man ) ( in ( a suit ) ) ) ( is ( standing ( at ( a ( ( microphone and ) singing ) ) ) ) ) ) 	1	9843
NEUTRAL	 ( ( A tower ) ( is ( being ( looked ( at ( by ( a ( blonde lady ) ) ) ) ) ) ) ) 	 ( ( A woman ) ( is ( looking ( at ( ( the view ) ( of ( a city ) ) ) ) ) ) ) 	3.3	7363
NEUTRAL	 ( large:A_large_green_ball ( is ( hitting potato:a_potato ) ) ) 	 ( large:A_large_green_ball ( is ( missing potato:a_potato ) ) ) 	3.5	2968
ENTAILMENT	 ( ( Some corndogs ) ( are ( being ( eaten ( by ( ( two toddlers ) ( who ( are a:in_a_wagon_,_which_is_really_small ) ) ) ) ) ) ) ) 	 ( ( Two toddlers ) ( are ( ( eating corndogs ) a:in_a_wagon_,_which_is_really_small ) ) ) 	4.8	947
ENTAILMENT	 ( man:A_man ( is ( standing ( on ( boat:a_boat ( in ( front ( of ( sunset:the_sunset ( near ( a flag ) ) ) ) ) ) ) ) ) ) ) 	 ( man:A_man ( is ( on ( boat:a_boat ( in ( front ( of sunset:the_sunset ) ) ) ) ) ) ) 	4.1	6219
NEUTRAL	 ( ( ( The ( white reindeer ) ) ( wearing ( dog ears ) ) ) ( is ( near ( a ( brown reindeer ) ) ) ) ) 	 ( ( A ( white dog ) ) ( is ( wearing ( ( a ( Christmas reindeer ) ) ( ( headband and ) ( is ( playing ( with ( ( a ( brown dog ) ) ( in ( the grass ) ) ) ) ) ) ) ) ) ) ) 	2.2	6344
NEUTRAL	 ( ( ( A man ) ( in green ) ) ( is ( kicking ( ( ( ( a ball:soccer_ball ) and ) ( ( a man ) ( in ( ( purple and ) white ) ) ) ) ( is ( rising up ) ) ) ) ) ) 	 ( ( The players ) ( is ( maneuvering ( for ( the ball:soccer_ball ) ) ) ) ) 	3.5	9380
